DISPLAY_NAME,TYPE,work_count
Blockheizkraftwerks- Träger- und Betreibergesellschaft (Germany),company,46
Bentley (Germany),company,46
Quantum Design (Germany),company,46
International University of Cooperative Education,education,46
Medipan (Germany),company,46
Institut für Wildbiologie Göttingen und Dresden,nonprofit,46
Cenix BioScience (Germany),company,46
Link (Germany),company,46
Sigma Engineering (Germany),company,46
DJO Global (Germany),company,46
Prüf- und Forschungsinstitut Pirmasens (Germany),company,46
Desma (Germany),company,46
"Institut für Kälte-, Klima- und Energietechnik",facility,46
IDS (Germany),company,46
E-T-A Elektrotechnische Apparate (Germany),company,46
Dbe Technology (Germany),company,46
BioSolutions Halle (Germany),company,45
Augenklinik Universitätsallee,healthcare,45
Hannover Clinical Trial Center (Germany),company,45
Paion (Germany),company,45
Coatema (Germany),company,45
Bühler (Germany),company,45
Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,government,45
Landwirtschaftliche Untersuchungs- und Forschungsanstalt Speyer,facility,45
Human Solutions (Germany),company,45
Academic Research in Complementary and Integrative Medicine,facility,45
VDE Prüf- und Zertifizierungsinstitut (Germany),company,45
Menarini Group (Germany),company,45
ESI Group (Germany),company,45
Sunfire (Germany),company,44
Bayerisches Staatsministerium für Umwelt und Verbraucherschutz,government,44
BIG Direkt Gesund,healthcare,44
German Patent and Trade Mark Office (Germany),company,44
Sivantos (Germany),company,44
Institut für Lacke und Farben,facility,44
Hochschule für bildende Künste,education,44
Krebsgesellschaft Nordrhein-Westfalen,nonprofit,44
Medice (Germany),company,44
Förderverein Institut für Medizintechnik Dresden,nonprofit,44
CD-adapco (Germany),company,44
Varta Microbattery (Germany),company,44
Dr.Heiko Pult Optometry and Vision Research,healthcare,44
Hygiene-Institut des Ruhrgebiets,nonprofit,44
Stadtarchiv Worms,archive,44
Insilico Biotechnology (Germany),company,43
Boston Scientific (Germany),company,43
SKF (Germany),company,43
Fed­er­al Of­fice of Ad­min­is­tra­tion,government,43
Berliner Verkehrsbetriebe (Germany),company,43
German Cement Works Association,facility,43
Deutsche Gesellschaft für Holzforschung,nonprofit,43
European Research Services,company,43
Europäische Fernhochschule Hamburg,education,43
Natural Science and Technical Academy Isny,education,43
Nexus Institute for Cooperation Management and Interdisciplinary Research,facility,43
Akademie für Technikfolgenabschätzung,education,43
Instand,nonprofit,43
ESWE Transport Company (Germany),company,43
Almirall (Germany),company,43
Arbeitsgemeinschaft Mauerziegel,other,43
Fachverband Gebäude-Klima (Germany),company,43
SSP Consult Beratende Ingenieure (Germany),company,43
Toyota Motor Corporation (Germany),company,43
Institute for Experimental Psychophysiology (Germany),company,43
Klinik für Schweine,healthcare,42
Becton Dickinson (Germany),company,42
Institute of European Media Law,facility,42
Deutsche Gesellschaft für Angiologie Gesellschaft für Gefäßmedizin e.V.,nonprofit,42
EWE (Germany),funder,42
Klinik und Poliklinik für Frauenheilkunde und Fortpflanzungsmedizin,healthcare,42
Zumtobel Group (Germany),company,42
DOT (Germany),company,42
Dekra (Germany),company,42
Antec (Germany),company,42
Alpenforschungsinstitut (Germany),company,42
Sachtleben (Germany),company,42
Sennheiser (Germany),company,42
Max Planck Unit for the Science of Pathogens,facility,42
German Federal Archives,archive,42
Unfallkasse Rheinland-Pfalz (Germany),company,41
Gesellschaft für Hochschulforschung,nonprofit,41
EXcorLab (Germany),company,41
Medizinische Einrichtungen des Bezirks Oberpfalz,healthcare,41
GEPRO (Germany),company,41
Melexis (Germany),company,41
Hochschule 21,education,41
NanoWorld Services (Germany),company,41
OceanWaveS (Germany),company,41
Eisai (Germany),company,41
German Association of Joint Industrial Applied Research Institutes,other,41
Servier (Germany),company,41
Universal-Kugellager-Fabrik (Germany),company,41
Research Centre for Applied System Safety and Industrial Medicine,nonprofit,41
CeramOptec (Germany),company,41
Staatliches Weinbauinstitut Freiburg,facility,41
Marquardt (Germany),company,41
Crystal Consulting (Germany),company,40
interactive instruments (Germany),company,40
Empolis (Germany),company,40
Fraunhofer Center for Maritime Logistics and Services,facility,40
Messerschmitt-Bölkow-Blohm (Germany),company,40
Otto Fuchs (Germany),company,40
AWS-Institute for Digitized Products and Processes,facility,40
Hermann Buhl Institut,nonprofit,40
Verbundkrankenhaus Bernkastel,healthcare,40
Körber (Germany),company,40
Hochschule der Deutschen Bundesbank,education,40
Wirtschaftspsychologische Gesellschaft,other,40
Institut für ZukunftsEnergie- und Stoffstromsysteme,facility,40
Ocean Atmosphere Systems (Germany),company,40
Berliner Energieagentur (Germany),company,40
German Literature Archive,archive,40
PVA TePla (Germany),company,40
Engelhard Arzneimittel (Germany),company,40
Canon (Germany),company,39
Institut für Stahlbau Leipzig (Germany),company,39
Tektronix (Germany),company,39
Trench (Germany),company,39
Jura-Museum Eichstätt,archive,39
Federal Railway Authority,government,39
SAPHIR Radiochirurgie,healthcare,39
Nanoscribe (Germany),company,39
Riemser Pharma (Germany),funder,39
Osypka (Germany),company,39
Atos Medical,other,39
Roto Frank (Germany),company,39
Meteorologie Consult (Germany),company,39
SPZ Frankfurt Mitte,healthcare,39
SunPower (Germany),company,39
Institut für Qualität im Management (Germany),company,39
Sto (Germany),company,39
Muehlhan (Germany),company,38
Aqua Consult Ingenieur (Germany),company,38
Research Association for Tunnels and Transport Facilities,nonprofit,38
Dr. Franz Köhler Chemie (Germany),company,38
Nutech (Germany),company,38
Stratec (Germany),company,38
Fraunhofer Center for Chemical-Biotechnological Processes,facility,38
Université franco-allemande,funder,38
Rehau (Germany),company,38
AIO Studien gGmbH,nonprofit,38
Progress-Institut für Wirtschaftsforschung,nonprofit,38
SGS Institut Fresenius (Germany),company,38
Bitop (Germany),company,38
Vetter (Germany),company,38
Centrotherm Photovoltaics (Germany),company,38
Provadis School of International Management and Technology,education,38
European Liaison Office of the German Research Organisations,other,38
Institut für Berufliche Bildung,education,38
NanoPET Pharma (Germany),company,37
Mician (Germany),company,37
Flight Calibration Services (Germany),company,37
Nephrologisches Zentrum Emsland,healthcare,37
Medizinisches Zentrum für Seelische Gesundheit,healthcare,37
Westinghouse Electric (Germany),company,37
German Wind Energy Association,other,37
Hamburg Commercial Bank,other,37
E-nema (Germany),company,37
Dräxlmaier (Germany),company,37
CellGenix (Germany),funder,37
Agfa-Gevaert (Germany),company,37
Ingenieurgesellschaft für Technische Software (Germany),company,37
Webasto (Germany),company,37
Hospital Krefeld-Düsseldorf,healthcare,37
Borderstep Institute for Innovation and Sustainability,nonprofit,37
ABEnzymes (Germany),company,36
Grintech (Germany),company,36
NanotecMARIN (Germany),company,36
Rofin (Germany),company,36
Schleifring (Germany),company,36
General Numerics Research Lab,facility,36
Forschungsinstitut für Anorganische Werkstoffe -Glas/Keramik,facility,36
Kaufmännische Krankenkasse,healthcare,36
Primed (Germany),company,36
Center for Technology & Innovation Management,nonprofit,36
Agrobiogen (Germany),company,36
Rockwool International (Germany),company,36
UNESCO-UNEVOC International Centre for Technical and Vocational Education and Training,education,36
Metallurgische Verfahrenstechnik (Germany),company,36
Hottinger Baldwin Messtechnik (Germany),company,36
Materialprüfungsamt NRW (Germany),company,36
Ricardo AEA (Germany),company,36
German Association of the Automotive Industry (Germany),company,36
German Science and Humanities Council,government,36
GAF AG,company,36
AGC Interpane (Germany),company,36
Private Hochschule für Wirtschaft und Technik,education,36
Christoph-Dornier-Stiftung für Klinische Psychologie,other,36
Center for Advanced Systems Understanding,facility,36
Institute for Applied Ecosystem Research,facility,36
IST-Hochschule für Management,education,36
Friedrich Naumann Foundation,nonprofit,36
Musikwissenschaftliches Seminar Detmold/Paderborn,education,36
Stiftung Liebenau (Germany),company,36
Microstructure and Pores,facility,35
The Cystic Fibrosis Institute,nonprofit,35
Juzo (Germany),company,35
Institute of Sustainable Development of Landscapes of the Earth,nonprofit,35
Insiders Technologies (Germany),company,35
Karl Mayer (Germany),company,35
Apceth Biopharma (Germany),company,35
Ushio (Germany),company,35
Akademie der Polizei Hamburg,education,35
Nutricia (Germany),company,35
Ernst Schering Foundation,nonprofit,35
Wild Chimpanzee Foundation,nonprofit,35
Institut Kardiale Diagnostik und Therapie,facility,35
German National Academic Foundation,nonprofit,35
Ferring Pharmaceuticals (Germany),company,35
Synovo (Germany),company,34
Avid (Germany),company,34
Ministerium für Verkehr des Landes Nordrhein-Westfalen,government,34
Jobst Technologies (Germany),company,34
Berghof Foundation,nonprofit,34
"Institute for Vocational Education, Labor Market and Social Policy (Germany)",company,34
Abnoba (Germany),education,34
Biaffin (Germany),company,34
Geothermie Neubrandenburg (Germany),company,34
Dr. Loges (Germany),company,34
Knauf (Germany),company,34
Boehringer Ingelheim Foundation,nonprofit,34
Institute for Socio-Scientific Consultancy,facility,34
"Cluster of Excellence \""Matters of Activity. Image Space Material\",education,34
Flensburger Schiffbau Gesellschaft (Germany),company,34
Cimosa,other,34
"Ministry of Education, Science and Culture",government,34
"Ministerium für Heimat, Kommunales, Bau und Gleichstellung des Landes Nordrhein-Westfalen",government,34
Bioglobe (Germany),company,33
Villeroy & Boch (Germany),company,33
Mathys (Germany),company,33
RAPID Biomedical (Germany),company,33
Max Bögl (Germany),company,33
Stadtarchiv Ibbenbüren,other,33
University of Music Würzburg,education,33
Transferzentrum Mikroelektronik (Germany),company,33
European Institute for Participatory Media,nonprofit,33
BioFluidix (Germany),company,33
BST Bio Sensor Technology (Germany),company,33
Dürr (Germany),company,33
IK Foundation,nonprofit,33
Meda (Germany),company,33
Klinik Schongau,healthcare,33
IMA Materialforschung und Anwendungstechnik,company,33
HolsboerMaschmeyer NeuroChemie (Germany),company,32
Trautwein (Germany),company,32
Aicas (Germany),company,32
Zentrum für Sprachtherapie,healthcare,32
FGK Clinical Research,facility,32
Deutsche Homöopathie-Union,healthcare,32
Comenius-Institut,education,32
DyStar (Germany),company,32
Duale Hochschule Gera-Eisenach,education,32
Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum,archive,32
Krankenhäuser Landkreis Freudenstadt,healthcare,32
Stadtwerke Münster (Germany),company,32
Finisar (Germany),company,32
Institut für Baustoff-Forschung,nonprofit,32
Stadtarchiv Gifhorn,archive,32
Future Carbon (Germany),company,32
Dyckerhoff (Germany),company,32
Dr. Pfleger Arzneimittel (Germany),company,32
Bundesverband Flachglas,other,32
KaVo Dental (Germany),company,32
Devolo (Germany),company,32
Brenk Systemplanung (Germany),company,32
Adipositas Zentrum Oberhausen,healthcare,32
Averbis (Germany),company,31
TUMAINI-Institut für Präventionsmanagement,healthcare,31
"Institute for Quality, Safety and Transportation (Germany)",company,31
Arthrex (Germany),funder,31
IBA Lifesciences,facility,31
Nomad Bioscience (Germany),company,31
Mondelēz International (Germany),company,31
Protemics (Germany),company,31
German Informatics Society,other,31
Klimaschutz- und Energieagentur Baden-Württemberg,other,31
Sustainable Business Institute (Germany),company,31
Schnörringen Telescope Science Institute,facility,31
Zueblin (Germany),company,31
Trust Management Institut,other,31
Isarna Therapeutics (Germany),company,31
Akademie Mode & Design,education,31
LyondellBasell (Germany),company,31
Bio-Rad (Germany),company,31
VOCO (Germany),company,31
"Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten",government,31
Max Weber Stiftung - Deutsche Geisteswissenschaftliche Institute im Ausland,government,31
Vipem Hackert (Germany),company,30
Gerstel (Germany),company,30
Rupprecht Consult - Forschung & Beratung,company,30
Vorwerk (Germany),company,30
Vermicon (Germany),company,30
Oberlandesgericht Stuttgart,other,30
Container Speditions und Transportgesellschaft (Germany),company,30
ERT (Germany),company,30
Gas- und Wärme-Institut Essen,facility,30
SRH Hochschule für Wirtschaft und Medien Calw,education,30
E.G.O (Germany),company,30
Sterna Biologicals (Germany),company,30
Acandis (Germany),company,30
Celanese (Germany),company,30
GKN (Germany),company,30
TuTech Innovation (Germany),company,30
PlasmaChem (Germany),company,30
Cesic (Germany),company,30
Hoerbiger (Germany),company,30
Aurubis (Germany),funder,29
Leifheit (Germany),company,29
GILUPI (Germany),company,29
Leo Pharma (Germany),company,29
Cismet (Germany),company,29
Management Intelligenter Technologien (Germany),company,29
Hasomed (Germany),company,29
Metec (Germany),company,29
BioSystem (Germany),company,29
Artes Biotechnology (Germany),company,29
Schmolz Bickenbach (Germany),company,29
Logopharm (Germany),company,29
Federal Government of Germany,government,29
Kleine Private Lehrinstitut Derksen,education,29
Wörwag Pharma (Germany),funder,29
Krones (Germany),company,29
Landesamt für Denkmalpflege und Archäologie Sachsen-Anhalt,archive,29
Rhine-Ruhr Institute for Applied Systeminnovation,nonprofit,29
syncom,company,29
Ethris (Germany),company,29
Bonn-Cologne Graduate School of Physics and Astronomy,education,28
Hochschule für Jüdische Studien,education,28
Power Plus Communications (Germany),company,28
Faust & Backhaus Environmental Consulting,company,28
Kreussler (Germany),company,28
Deutsche Interdisziplinäre Vereinigung für Intensiv- und Notfallmedizin,other,28
